appid,name,developer,publisher,positive,negative,owners,price,initialprice,discount,ccu
10,Counter-Strike,Valve,Valve,243818,6427,15000000.0,9.99,9.99,0,7323
20,Team Fortress Classic,Valve,Valve,7602,1136,1500000.0,4.99,4.99,0,66
30,Day of Defeat,Valve,Valve,6414,688,7500000.0,4.99,4.99,0,87
40,Deathmatch Classic,Valve,Valve,2618,545,7500000.0,4.99,4.99,0,7
50,Half-Life: Opposing Force,Gearbox Software,Valve,24363,1198,3500000.0,4.99,4.99,0,74
60,Ricochet,Valve,Valve,4989,1039,350000.0,4.99,4.99,0,4
70,Half-Life,Valve,Valve,143086,5135,15000000.0,9.99,9.99,0,634
80,Counter-Strike: Condition Zero,Valve,Valve,24271,2287,7500000.0,9.99,9.99,0,276
100,Counter-Strike: Condition Zero,Valve,Valve,13442,1535,15000000.0,9.99,9.99,0,83
130,Half-Life: Blue Shift,Gearbox Software,Valve,17384,1410,1500000.0,4.99,4.99,0,35
220,Half-Life 2,Valve,Valve,239721,5906,15000000.0,9.99,9.99,0,1555
240,Counter-Strike: Source,Valve,Valve,175426,6808,15000000.0,9.99,9.99,0,6187
280,Half-Life: Source,Valve,Valve,11068,4988,3500000.0,9.99,9.99,0,27
300,Day of Defeat: Source,Valve,Valve,20798,1891,3500000.0,9.99,9.99,0,238
320,Half-Life 2: Deathmatch,Valve,Valve,12962,1334,15000000.0,19.99,19.99,0,159
340,Half-Life 2: Lost Coast,Valve,Valve,12215,1471,35000000.0,19.99,19.99,0,2
360,Half-Life Deathmatch: Source,Valve,Valve,3657,1242,7500000.0,9.99,9.99,0,43
380,Half-Life 2: Episode One,Valve,Valve,30478,1344,7500000.0,19.99,19.99,0,18
400,Portal,Valve,Valve,175024,2717,15000000.0,9.99,9.99,0,638
420,Half-Life 2: Episode Two,Valve,Valve,40556,1226,7500000.0,19.99,19.99,0,20
440,Team Fortress 2,Valve,Valve,1044264,117208,75000000.0,0.0,0.0,0,43819
500,Left 4 Dead,Valve,Valve,59622,2272,7500000.0,9.99,9.99,0,774
550,Left 4 Dead 2,Valve,Valve,940221,23762,75000000.0,9.99,9.99,0,25122
620,Portal 2,Valve,Valve,427835,5675,7500000.0,9.99,9.99,0,1959
630,Alien Swarm,Valve,Valve,20179,1095,3500000.0,0.0,0.0,0,23
730,Counter-Strike: Global Offensive,Valve,Valve,7642084,1173003,150000000.0,0.0,0.0,0,1013936
1002,Rag Doll Kung Fu,Mark Healey,Mark Healey,91,30,35000.0,0.99,0.99,0,0
1200,Red Orchestra: Ostfront 41-45,Tripwire Interactive,Tripwire Interactive,2156,317,750000.0,4.99,4.99,0,1
1250,Killing Floor,Tripwire Interactive,Tripwire Interactive,64024,3448,3500000.0,19.99,19.99,0,224
1300,SiN Episodes: Emergence,Ritual Entertainment,"Atari, Nightdive Studios",1141,135,150000.0,9.99,9.99,0,0
1309,SiN Episodes: Emergence,Ritual Entertainment,"Atari, Nightdive Studios",322,45,350000.0,9.99,9.99,0,0
1313,SiN Gold,"Ritual Entertainment, Nightdive Studios","Nightdive Studios, Atari",328,87,150000.0,9.99,9.99,0,2
1510,Uplink,Introversion Software,Introversion Software,2143,216,750000.0,11.99,11.99,0,2
1520,DEFCON,Introversion Software,Introversion Software,3657,525,350000.0,11.99,11.99,0,8
1530,Multiwinia,Introversion Software,Introversion Software,478,107,75000.0,8.99,29.99,70,1
1600,Dangerous Waters,Sonalysts,Strategy First,293,81,150000.0,2.99,14.99,80,2
1610,Space Empires IV Deluxe,Malfador Machinations,Strategy First,231,39,75000.0,9.99,9.99,0,21
1630,Disciples II: Rise of the Elves ,Strategy First,Strategy First,1149,171,75000.0,1.19,5.99,80,35
1640,Disciples II: Gallean's Return,Strategy First,Strategy First,1266,258,75000.0,1.19,5.99,80,30
1670,Iron Warriors: T-72 Tank Command ,Crazy House,Strategy First,183,108,350000.0,5.99,5.99,0,0
1690,Space Empires V,Malfador Machinations,Strategy First,327,126,150000.0,14.99,14.99,0,4
1700,Arx Fatalis,Arkane Studios,Bethesda Softworks,1958,273,350000.0,1.64,4.99,67,6
1840,Source Filmmaker,Valve,Valve,37791,2868,1500000.0,0.0,0.0,0,1047
1900,Earth 2160,Reality Pump Studios,"Topware Interactive, ACE",994,411,350000.0,9.99,9.99,0,4
1930,Two Worlds Epic Edition,Reality Pump Studios,Topware Interactive,4283,1311,1500000.0,14.99,14.99,0,17
2100,Dark Messiah of Might & Magic,Arkane Studios,Ubisoft,9813,951,1500000.0,9.99,9.99,0,45
2130,Dark Messiah of Might & Magic,Arkane Studios,Ubisoft,4769,355,1500000.0,9.99,9.99,0,0
2200,Quake III Arena,id Software,Bethesda Softworks,3600,153,750000.0,5.99,14.99,60,17
2210,Quake 4,"RavenSoft, id Software",Bethesda Softworks,3001,423,350000.0,4.94,14.99,67,18
2270,Wolfenstein 3D,id Software,Bethesda Softworks,3662,258,750000.0,1.49,4.99,70,10
2280,DOOM + DOOM II,"id Software, Nightdive Studios",Bethesda,24105,879,1500000.0,3.99,9.99,60,345
2290,Final DOOM,id Software,id Software,1090,179,350000.0,0.0,0.0,0,1
2300,DOOM II,id Software,id Software,8691,417,750000.0,0.0,0.0,0,16
2310,Quake,"id Software, Nightdive Studios, MachineGames",Bethesda Softworks,13926,474,1500000.0,3.99,9.99,60,82
2320,Quake II,"id Software, Nightdive Studios, MachineGames",Bethesda Softworks,8821,407,1500000.0,3.99,9.99,60,80
2330,Quake II Mission Pack: The Reckoning,Xatrix Entertainment,id Software,161,32,35000.0,0.0,0.0,0,0
2340,Quake II Mission Pack: Ground Zero,Rogue Entertainment,id Software,140,84,35000.0,0.0,0.0,0,0
2360,Hexen: Beyond Heretic,Raven Software,id Software,636,100,350000.0,4.99,4.99,0,3
2370,Hexen: Deathkings of the Dark Citadel,Raven Software,id Software,155,51,75000.0,4.99,4.99,0,1
2390,Heretic: Shadow of the Serpent Riders,Raven Software,id Software,1068,67,150000.0,4.99,4.99,0,2
2400,The Ship: Murder Party,Outerlight Ltd.,Blazing Griffin,5108,842,1500000.0,9.99,9.99,0,3
2420,The Ship: Single Player,Outerlight Ltd.,Blazing Griffin Ltd.,664,269,350000.0,9.99,9.99,0,1
2450,Bloody Good Time,Outerlight Ltd.,Ubisoft,839,231,150000.0,4.99,4.99,0,0
2500,Shadowgrounds,Frozenbyte,Frozenbyte,1269,289,350000.0,6.99,6.99,0,1
2520,Gumboy - Crazy Adventures,"CINEMAX, s.r.o.","CINEMAX, s.r.o.",62,66,75000.0,4.99,4.99,0,0
2525,Gumboy - Crazy Adventures,"CINEMAX, s.r.o.","CINEMAX, s.r.o.",54,49,75000.0,4.99,4.99,0,0
2540,RIP - Trilogy,Elephant Games,,231,151,150000.0,4.99,4.99,0,0
2545,RIP - Trilogy,Elephant Games,,204,136,150000.0,4.99,4.99,0,0
2550,RIP - Trilogy,Elephant Games,,204,136,150000.0,4.99,4.99,0,0
2570,Vigil: Blood Bitterness,Freegamer,,30,117,75000.0,0.0,0.0,0,0
2590,Alpha Prime,Black Element,Bohemia Interactive,809,656,350000.0,4.99,4.99,0,0
2600,Vampire: The Masquerade - Bloodlines,Troika Games,Activision,13141,727,750000.0,19.99,19.99,0,104
2610,GUN,Neversoft,Activision,1854,160,350000.0,19.99,19.99,0,13
2620,Call of Duty (2003),Infinity Ward,Activision,6524,371,750000.0,19.99,19.99,0,60
2630,Call of Duty 2,Infinity Ward,Activision,9804,670,7500000.0,19.99,19.99,0,162
2640,Call of Duty: United Offensive,Gray Matter Studios,Activision,1872,281,350000.0,19.99,19.99,0,17
2700,RollerCoaster Tycoon 3: Platinum,"Frontier, Aspyr (Mac)","Frontier, Aspyr (Mac)",4754,425,750000.0,0.0,0.0,0,32
2710,Act of War: Direct Action,Eugen Systems,THQ Nordic,511,56,150000.0,1.19,2.99,60,12
2780,ARMA: Combat Operations,Bohemia Interactive,Bohemia Interactive,179,79,35000.0,0.0,0.0,0,1
2800,X2: The Threat,Egosoft,Egosoft,412,85,350000.0,4.99,4.99,0,7
2810,X3: Reunion,Egosoft,Egosoft,494,191,750000.0,9.99,9.99,0,8
2820,X3: Terran Conflict,Egosoft,Egosoft,2383,408,750000.0,15.99,15.99,0,32
2840,X: Beyond the Frontier,Egosoft,Egosoft,272,94,350000.0,4.99,4.99,0,5
2850,X: Tension,Egosoft,Egosoft,96,30,150000.0,4.99,4.99,0,0
2870,X Rebirth,Egosoft,Egosoft,3166,4102,750000.0,29.99,29.99,0,7
2900,688(I) Hunter/Killer,Sonalysts,Strategy First,162,42,35000.0,1.99,9.99,80,0
2910,Fleet Command,Sonalysts,Strategy First,400,57,75000.0,9.99,9.99,0,7
2920,Sub Command,Sonalysts,Strategy First,98,36,75000.0,9.99,9.99,0,2
2990,FlatOut 2,"Bugbear Entertainment, ZOOM Platform Media, Jordan Freeman Group",Strategy First,17923,737,750000.0,9.99,9.99,0,85
3010,Xpand Rally,Techland,Techland,472,92,35000.0,4.99,4.99,0,0
3020,Call of Juarez,Techland,Techland Publishing,3221,789,750000.0,9.99,9.99,0,14
3050,Xpand Rally Xtreme,Techland,Techland,304,90,35000.0,4.99,4.99,0,0
3130,Men of War: Red Tide,Fulqrum Publishing,Fulqrum Publishing,705,121,150000.0,4.99,4.99,0,10
3170,King's Bounty: Armored Princess,Katauri Interactive,Fulqrum Publishing,1116,115,350000.0,9.99,9.99,0,47
3260,Safecracker: The Ultimate Puzzle Adventure,Kheops Studio,HandyGames,362,251,150000.0,4.99,4.99,0,1
3270,Painkiller Overdose,Mindware Studios,Prime Matter,802,313,150000.0,0.99,4.99,80,2
3300,Bejeweled 2 Deluxe,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",601,35,75000.0,4.99,4.99,0,41
3310,Chuzzle Deluxe,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",1204,79,150000.0,4.99,4.99,0,66
3320,Insaniquarium Deluxe,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",5732,191,750000.0,4.99,4.99,0,60
3330,Zuma Deluxe,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",5144,253,750000.0,4.99,4.99,0,658
3340,AstroPop Deluxe,"PopCap Games, Inc.",Electronic Arts,94,22,75000.0,4.99,4.99,0,0
3350,Bejeweled Deluxe,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",236,32,75000.0,4.99,4.99,0,7
3360,Big Money! Deluxe,"PopCap Games, Inc.",Electronic Arts,148,10,75000.0,4.99,4.99,0,8
3380,Dynomite Deluxe,"PopCap Games, Inc.",Electronic Arts,334,17,150000.0,4.99,4.99,0,0
3390,Feeding Frenzy 2 Deluxe,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",2290,64,150000.0,4.99,4.99,0,11
3400,Hammer Heads Deluxe,"PopCap Games, Inc.","PopCap Games, Inc.",55,6,35000.0,0.0,0.0,0,1
3410,Heavy Weapon Deluxe,"PopCap Games, Inc.","PopCap Games, Inc.",324,53,75000.0,4.99,4.99,0,1
3420,Iggle Pop Deluxe,"PopCap Games, Inc.",Electronic Arts,73,6,35000.0,4.99,4.99,0,2
3430,Pizza Frenzy Deluxe,"PopCap Games, Inc.",Electronic Arts,212,6,75000.0,4.99,4.99,0,0
3440,Rocket Mania Deluxe,"PopCap Games, Inc.","PopCap Games, Inc.",71,3,35000.0,0.0,0.0,0,3
3450,Typer Shark! Deluxe,"PopCap Games, Inc.","PopCap Games, Inc.",355,51,75000.0,4.99,4.99,0,25
3460,Talismania Deluxe,"PopCap Games, Inc.",Electronic Arts,81,3,35000.0,4.99,4.99,0,1
3480,Peggle Deluxe,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",10634,278,750000.0,0.99,4.99,80,291
3483,Peggle Extreme,"PopCap Games, Inc.",Electronic Arts,2282,133,350000.0,0.0,0.0,0,21
3500,Mystery P.I. - The Lottery Ticket,SpinTop Games,Electronic Arts,54,11,35000.0,4.99,4.99,0,3
3510,Amazing Adventures The Lost Tomb,SpinTop Games,"PopCap Games, Inc.",70,17,35000.0,4.99,4.99,0,4
3520,Mystery P.I. - The Vegas Heist,SpinTop Games,Electronic Arts,55,11,35000.0,4.99,4.99,0,1
3530,Amazing Adventures Around the World,SpinTop Games,Electronic Arts,80,17,35000.0,4.99,4.99,0,3
3540,Peggle Nights,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",2608,91,350000.0,0.99,4.99,80,103
3560,Bejeweled Twist,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",457,93,75000.0,4.99,4.99,0,16
3570,Mystery P.I. - The New York Fortune,SpinTop Games,Electronic Arts,42,8,35000.0,4.99,4.99,0,1
3580,The Wizard's Pen,"PopCap Games, Inc.",Electronic Arts,37,7,35000.0,4.99,4.99,0,0
3590,Plants vs. Zombies GOTY Edition,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",136574,3351,3500000.0,4.99,4.99,0,2656
3600,Escape Rosecliff Island,SpinTop Games,Electronic Arts,213,86,75000.0,4.99,4.99,0,24
3610,Mystery P.I. - Lost in Los Angeles,SpinTop Games,Electronic Arts,43,11,35000.0,4.99,4.99,0,5
3620,Zuma's Revenge!,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",2688,140,350000.0,4.99,4.99,0,205
3700,Sniper Elite,Rebellion,Rebellion,2906,890,750000.0,7.99,7.99,0,21
3710,Judge Dredd: Dredd vs. Death,Rebellion,Rebellion,1008,147,150000.0,7.99,7.99,0,3
3720,Evil Genius,Elixir Studios,Rebellion,3272,234,350000.0,9.99,9.99,0,13
3730,Aliens versus Predator Classic 2000,Rebellion,Rebellion,2311,327,350000.0,4.99,4.99,0,7
3800,Advent Rising,"GlyphX Games, Cavetap",Ziggurat,411,117,75000.0,9.99,9.99,0,0
3810,BloodRayne (Legacy),Terminal Reality,Ziggurat,473,130,75000.0,0.0,0.0,0,0
3820,BloodRayne 2 (Legacy),Terminal Reality,Ziggurat,316,122,75000.0,0.0,0.0,0,1
3830,Psychonauts,Double Fine Productions,"Double Fine Productions, Xbox Game Studios",17040,885,1500000.0,9.99,9.99,0,56
3900,Sid Meier's Civilization IV,Firaxis Games,2K,3134,241,1500000.0,19.99,19.99,0,620
3910,Sid Meier's Civilization III Complete,Firaxis Games,2K,6485,746,1500000.0,4.99,4.99,0,1383
3920,Sid Meier's Pirates!,Firaxis Games,2K,6520,374,350000.0,9.99,9.99,0,108
3960,Shattered Union,PopTop,2K,83,76,35000.0,1.24,4.99,75,0
3980,CivCity: Rome,"FireFly Studios, Firaxis Games",2K,624,234,150000.0,2.49,9.99,75,8
3990,Civilization IV: Warlords,Firaxis Games,2K,442,44,750000.0,4.99,4.99,0,144
4000,Garry's Mod,Facepunch Studios,Valve,1122546,37161,35000000.0,9.99,9.99,0,18400
4230,RACE - The WTCC Game,SimBin,SimBin,145,50,10000.0,39.99,39.99,0,0
4240,RACE - The WTCC Game,SimBin,SimBin,121,42,350000.0,39.99,39.99,0,0
4300,RoboBlitz,Naked Sky Entertainment,,67,21,35000.0,9.99,9.99,0,0
4420,Silverfall,Monte Cristo,Focus Entertainment,86,62,75000.0,4.99,4.99,0,0
4460,City Life 2008,Monte Cristo,Focus Entertainment,180,46,35000.0,9.99,9.99,0,1
4470,Silverfall: Earth Awakening,Monte Cristo,Focus Entertainment,66,27,35000.0,4.99,4.99,0,0
4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,GSC Game World,GSC Game World,44761,2530,1500000.0,19.99,19.99,0,185
4520,Full Spectrum Warrior,Pandemic Studios,THQ Nordic,214,85,150000.0,2.49,9.99,75,2
4530,Full Spectrum Warrior: Ten Hammers,Pandemic Studios,THQ Nordic,158,61,75000.0,2.49,9.99,75,0
4560,Company of Heroes - Legacy Edition,Relic Entertainment,SEGA,6540,457,3500000.0,36.99,36.99,0,65
4570,"Warhammer 40,000: Dawn of War - Anniversary Edition (Classic)",Relic Entertainment,Relic Entertainment,10634,572,1500000.0,14.99,14.99,0,76
4580,"Warhammer 40,000: Dawn of War - Dark Crusade",Relic Entertainment,SEGA,8658,318,1500000.0,0.0,0.0,0,236
4700,Total War: MEDIEVAL II – Definitive Edition,"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)","SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",31910,1434,1500000.0,24.99,24.99,0,2814
4720,Condemned: Criminal Origins,Monolith,SEGA,3428,511,350000.0,3.73,14.95,75,6
4760,Rome: Total War - Collection,CREATIVE ASSEMBLY,SEGA,15304,873,1500000.0,0.0,0.0,0,552
4770,Rome: Total War - Alexander,The Creative Assembly,SEGA,658,210,750000.0,0.0,0.0,0,18
4800,Heroes of Annihilated Empires,GSC Game World,GSC Game World,624,106,150000.0,7.99,7.99,0,4
4850,Cossacks: Back to War,GSC Game World,GSC World Publishing,2445,317,350000.0,4.99,4.99,0,124
4870,Cossacks: Art of War,GSC Game World,GSC World Publishing,270,65,150000.0,4.99,4.99,0,15
4880,Cossacks: European Wars,GSC Game World,GSC World Publishing,439,155,150000.0,4.99,4.99,0,20
4890,Cossacks II: Battle for Europe,GSC Game World,GSC World Publishing,889,212,150000.0,4.99,4.99,0,33
4900,Zen of Sudoku,Unknown Worlds Entertainment,Unknown Worlds Entertainment,303,35,35000.0,0.0,0.0,0,6
4920,Natural Selection 2,Unknown Worlds Entertainment,"Unknown Worlds Entertainment, KRAFTON, Inc.",11207,1932,1500000.0,4.99,4.99,0,95
6000,STAR WARS Republic Commando,LucasArts,"LucasArts, Lucasfilm, Disney",15357,687,1500000.0,9.99,9.99,0,68
6010,Indiana Jones and the Fate of Atlantis,LucasArts,"LucasArts, Lucasfilm, Disney",1341,91,350000.0,5.99,5.99,0,6
6020,STAR WARS Jedi Knight - Jedi Academy,Raven Software,"LucasArts, Lucasfilm, Disney",12746,524,750000.0,9.99,9.99,0,138
6030,STAR WARS Jedi Knight II - Jedi Outcast,Raven Software,"LucasArts, Lucasfilm, Disney",4281,413,750000.0,9.99,9.99,0,40
6040,The Dig,LucasArts,LucasArts,1095,98,150000.0,5.99,5.99,0,3
6060,"STAR WARS Battlefront II (Classic, 2005)",Pandemic Studios,"Lucasfilm, LucasArts, Disney",50396,2891,3500000.0,9.99,9.99,0,323
6080,Thrillville: Off the Rails,Frontier,LucasArts,809,61,75000.0,9.99,9.99,0,3
6090,Armed and Dangerous,Planet Moon Studios,"LucasArts, Lucasfilm, Disney",265,34,35000.0,5.99,5.99,0,0
6100,Eets,Klei Entertainment,Klei Entertainment,112,130,350000.0,9.99,9.99,100,1
6120,Shank,Klei Entertainment,Klei Entertainment,3379,378,350000.0,9.99,9.99,0,2
6200,Ghost Master,Sick Puppies,Strategy First,1685,191,350000.0,4.99,4.99,0,2
6210,Vegas: Make It Big,Deepred,Strategy First,119,42,75000.0,4.99,4.99,0,0
6220,FlatOut,"Bugbear Entertainment, ZOOM Platform Media, Jordan Freeman Group",Strategy First,5026,445,150000.0,7.49,7.49,0,15
6250,Making History: The Calm & the Storm,Muzzy Lane,Strategy First,488,127,75000.0,3.99,3.99,0,1
6270,Ducati World Championship,Artematica Entertainment,Strategy First,89,109,35000.0,3.99,3.99,0,0
6300,Dreamfall: The Longest Journey,Funcom,Funcom,970,182,350000.0,19.99,19.99,0,2
6310,The Longest Journey,Funcom,Funcom,1827,203,350000.0,9.99,9.99,0,2
6370,Bloodline Champions,Stunlock Studios,Stunlock Studios,1455,247,750000.0,0.0,0.0,0,3
6400,Joint Task Force,Most Wanted Entertainment,HD Publishing,273,38,75000.0,7.99,7.99,0,3
6420,Nexus - The Jupiter Incident,Mithis Games,HandyGames,854,139,150000.0,1.99,9.99,80,2
6510,Lost Planet: Extreme Condition,"CAPCOM Co., Ltd.",Capcom,1586,361,350000.0,14.99,14.99,0,14
6550,Devil May Cry 3 Special Edition,"CAPCOM Co., Ltd.",Capcom,2470,1501,350000.0,0.0,0.0,0,8
6600,Bullet Candy,R C Knight,,44,41,75000.0,4.99,4.99,0,0
6800,Commandos: Behind Enemy Lines,Pyro Studios,Kalypso Media Digital,3378,377,750000.0,4.99,4.99,0,54
6810,Commandos: Beyond the Call of Duty,Pyro Studios,Kalypso Media Digital,909,117,350000.0,4.99,4.99,0,25
6830,Commandos 2: Men of Courage,Pyro Studios,Kalypso Media Digital,2320,381,750000.0,4.99,4.99,0,26
6840,Commandos 3: Destination Berlin,Pyro Studios,Kalypso Media Digital,681,407,750000.0,4.99,4.99,0,6
6850,Hitman 2: Silent Assassin,Io-Interactive A/S,Io-Interactive A/S,3478,724,1500000.0,8.99,8.99,0,19
6860,Hitman: Blood Money,Io-Interactive A/S,Io-Interactive A/S,13213,821,3500000.0,9.99,9.99,0,66
6870,Battlestations: Midway,Eidos Interactive,Square Enix,712,202,750000.0,0.97,6.99,86,2
6880,Just Cause,Avalanche Studios,Square Enix,3266,1674,1500000.0,0.97,6.99,86,8
6900,Hitman: Codename 47,IO Interactive A/S,IO Interactive A/S,3044,1195,750000.0,7.99,7.99,0,20
6910,Deus Ex: Game of the Year Edition,Ion Storm,Eidos Interactive Corp.,13801,751,1500000.0,6.99,6.99,0,48
6920,Deus Ex: Invisible War,Ion Storm,Eidos Interactive Corp.,1322,969,1500000.0,6.99,6.99,0,3
6980,Thief: Deadly Shadows,Ion Storm,Eidos Interactive Corp.,1990,459,750000.0,8.99,8.99,0,6
7000,Tomb Raider: Legend,Crystal Dynamics,Crystal Dynamics,4690,664,750000.0,6.99,6.99,0,23
7010,Project: Snowblind,Crystal Dynamics,Square Enix,513,168,150000.0,0.89,5.99,85,1
7020,Rogue Trooper,Rebellion,Rebellion,451,26,75000.0,9.99,9.99,0,0
7110,Jade Empire: Special Edition,BioWare,"BioWare, Electronic Arts",1455,484,350000.0,14.99,14.99,0,3
7200,Trackmania United Forever,Nadeo,Ubisoft,2482,136,350000.0,29.99,29.99,0,75
7210,"Runaway, A Road Adventure",Pendulo Studios,Focus Entertainment,549,166,150000.0,4.99,4.99,0,2
7220,"Runaway, The Dream of The Turtle",Pendulo Studios,Focus Entertainment,200,154,150000.0,4.99,4.99,0,8
7260,Loki,Cyanide Studios,,143,80,35000.0,9.99,9.99,0,1
7510,X-Blades,Gaijin Entertainment,Topware Interactive,1948,1225,750000.0,12.99,12.99,0,132
7520,Two Worlds II HD,Reality Pump Studios,"Topware Interactive, ACE",4224,2476,750000.0,24.99,24.99,0,27
7530,Two Worlds II Castle Defense,Reality Pump Studios,Topware Interactive,352,324,350000.0,2.49,9.99,75,124
7600,Sid Meier's Railroads!,"Firaxis Games, Feral Interactive (Mac)","2K, Feral Interactive (Mac)",2301,950,750000.0,9.99,9.99,0,73
7610,Railroad Tycoon 3,PopTop,2K,900,269,350000.0,9.99,9.99,0,42
7620,Railroad Tycoon II Platinum,PopTop,2K,1162,133,350000.0,4.99,4.99,0,86
7650,X-COM: Terror From the Deep,"MicroProse Software, Inc",2K,788,79,750000.0,4.99,4.99,0,16
7660,X-COM: Apocalypse,"MicroProse Software, Inc",2K,792,105,350000.0,4.99,4.99,0,11
7670,BioShock,"2K Boston, 2K Australia",2K,29127,1804,3500000.0,19.99,19.99,0,44
7730,X-COM: Interceptor,"MicroProse Software, Inc",2K,114,95,150000.0,4.99,4.99,0,0
7760,X-COM: UFO Defense,"MicroProse Software, Inc",2K,3602,197,1500000.0,4.99,4.99,0,49
7770,X-COM: Enforcer,"MicroProse Software, Inc",2K,252,186,350000.0,4.99,4.99,0,0
7800,Stubbs the Zombie in Rebel Without a Pulse,Aspyr,Aspyr,1987,299,350000.0,19.99,19.99,0,6
7830,Men of War,"Best Way, Digitalmindsoft",Fulqrum Publishing,3261,357,750000.0,4.99,4.99,0,20
7840,Death Track: Resurrection,Sky Fallen,Fulqrum Publishing,87,67,75000.0,2.99,2.99,0,0
7860,NecroVision,The Farm 51,Fulqrum Publishing,1181,554,350000.0,4.99,4.99,0,0
7940,Call of Duty 4: Modern Warfare (2007),Infinity Ward,Activision,23438,1632,3500000.0,19.99,19.99,0,377
8000,Tomb Raider: Anniversary,Crystal Dynamics,Crystal Dynamics,5488,1196,750000.0,8.99,8.99,0,29
8080,Kane and Lynch: Dead Men,IO Interactive,Square Enix,2135,1199,750000.0,0.0,0.0,0,0
8100,Conflict: Denied Ops,Pivotal Games,Square Enix,222,212,150000.0,5.99,5.99,0,0
8140,Tomb Raider: Underworld,Crystal Dynamics,Crystal Dynamics,4748,1438,750000.0,8.99,8.99,0,19
8170,Battlestations Pacific,Eidos Studio Hungary,Square Enix,1825,733,350000.0,0.0,0.0,0,7
8190,Just Cause 2,Avalanche Studios,Square Enix,46001,4738,3500000.0,14.99,14.99,0,90
8200,Sam & Max 101: Culture Shock,Telltale Games,Skunkape Games,454,53,75000.0,0.0,0.0,0,1
8260,Sam & Max 201: Ice Station Santa,Telltale Games,Skunkape Games,168,22,35000.0,0.0,0.0,0,1
8270,Sam & Max 202: Moai Better Blues,Telltale Games,Skunkape Games,71,17,35000.0,0.0,0.0,0,0
8310,Bone: Out From Boneville,Telltale Games,Gotcha Gotcha Games,109,93,35000.0,0.0,0.0,0,0
8320,Bone: The Great Cow Race,Telltale Games,Sixteen Tons Entertainment,68,46,35000.0,0.0,0.0,0,0
8330,Telltale Texas Hold ‘Em,Telltale,Telltale,205,109,150000.0,0.99,0.99,0,1
8340,Strong Bad's Cool Game for Attractive People: Season 1,Telltale,Telltale,418,33,150000.0,0.0,0.0,0,0
8400,Geometry Wars: Retro Evolved,Bizarre Creations,Activision,946,98,150000.0,3.99,3.99,0,4
8500,EVE Online,CCP,CCP,26813,9575,3500000.0,0.0,0.0,0,3705
8600,RACE 07,SimBin,SimBin,2277,389,750000.0,7.99,7.99,0,9
8640,RACE On,SimBin,SimBin,0,0,150000.0,7.99,7.99,0,0
8790,GTR 2 FIA GT Racing Game,SimBin Studios AB,SimBin,292,27,75000.0,7.99,7.99,0,0
8800,Civilization IV: Beyond the Sword,Firaxis Games,2K,4423,169,750000.0,9.99,9.99,0,1395
8850,BioShock 2,"2K Marin, 2K China, Digital Extremes, 2K Australia",2K,12864,1555,1500000.0,19.99,19.99,0,23
8870,BioShock Infinite,"Irrational Games, Virtual Programming (Linux)",2K,131970,8712,3500000.0,29.99,29.99,0,301
8880,Freedom Force,Irrational Games,2K,292,230,350000.0,4.99,4.99,0,1
8890,Freedom Force vs. the Third Reich,Irrational Games,2K,246,43,150000.0,4.99,4.99,0,1
8930,Sid Meier's Civilization V,"Firaxis Games, Aspyr (Mac), Aspyr (Linux)","2K, Aspyr (Mac), Aspyr (Linux)",195724,8541,15000000.0,29.99,29.99,0,12206
8970,Axel & Pixel,Silver Wish Games,2K,69,27,35000.0,4.99,4.99,0,1
8980,Borderlands Game of the Year,Gearbox Software,2K,28944,3579,3500000.0,29.99,29.99,0,142
9000,Spear of Destiny,id Software,id Software,476,81,350000.0,0.0,0.0,0,1
9010,Return to Castle Wolfenstein,Gray Matter Studios,Bethesda Softworks,7832,585,3500000.0,1.99,4.99,60,26
9030,QUAKE Mission Pack 2: Dissolution of Eternity,Rogue Entertainment,id Software,312,28,150000.0,0.0,0.0,0,1
9040,QUAKE Mission Pack 1: Scourge of Armagon,Ritual Entertainment,id Software,412,26,35000.0,0.0,0.0,0,0
9050,DOOM 3,id Software,id Software,6980,847,750000.0,0.0,0.0,0,49
9060,HeXen II,Raven Software,id Software,438,114,150000.0,1.49,4.99,70,1
9160,Master Levels for Doom II,id Software,id Software,593,206,350000.0,0.0,0.0,0,1
9180,Commander Keen,id Software,Bethesda Softworks,1402,99,150000.0,1.99,4.99,60,4
9200,RAGE,id Software,Bethesda Softworks,13646,3915,1500000.0,3.99,9.99,60,34
