appid,name,developer,publisher,positive,negative,owners,price,initialprice,discount,ccu
465000,Event Horizon,Pavel Zinchenko,Pavel Zinchenko,148,34,35000.0,5.99,5.99,0,2
465050,Grey Phobia,Blackturn Ltd,Blackturn Ltd,32,31,35000.0,2.99,2.99,0,0
465100,LUNA The Shadow Dust,Lantern Studio,"Coconut Island Games, Application Systems Heidelberg",1452,148,150000.0,19.99,19.99,0,2
465130,Wicce,Alpheratz Games ,"CFK Co., Ltd.",97,36,35000.0,2.39,7.99,70,0
465170,Crime Secrets: Crimson Lily,One More Level,Artifex Mundi,359,128,75000.0,14.99,14.99,0,0
465180,One Day in London,Owl Studio,Owl Studio,79,10,35000.0,9.99,9.99,0,0
465190,Space Survival,"UltraShock Gaming LLC, Killbox Graphics",Conglomerate 5,68,72,35000.0,4.99,4.99,0,0
465200,Fury Unleashed,Awesome Games Studio,Awesome Games Studio,2327,324,35000.0,19.99,19.99,0,24
465240,Serious Sam VR: The Last Hope,Croteam VR,"Devolver Digital, Croteam",1180,215,350000.0,29.99,29.99,0,28
465280,Yesterday Origins,Pendulo Studios,Microids,569,119,150000.0,14.99,14.99,0,3
465440,Aplowcalypse,Biodrone Studios,Biodrone Studios,50,15,10000.0,0.0,0.0,0,0
465490,Stellar Tactics,Don Wilkins,Maverick Games,1157,273,150000.0,24.99,24.99,0,11
465520,PRICE,YETU GAME,YETU GAME,4793,301,350000.0,0.0,0.0,0,0
465650,Out of the Park Baseball 18,Out of the Park Developments,Out of the Park Developments,619,55,35000.0,0.0,0.0,0,3
465710,Heroes Tactics,Camex Games,Camex Games,166,100,150000.0,0.0,0.0,0,0
465720,Demon Hunter 2: New Chapter,Brave Giant LTD,Artifex Mundi,214,75,75000.0,14.99,14.99,0,0
465750,Tank Battle: North Africa,HexWar Games,Hunted Cow Games,26,11,35000.0,9.99,9.99,0,0
465760,Scrap Garden,"Egidijus Bachur, Alexey Davydov",Flazm,923,299,350000.0,9.99,9.99,0,0
465840,THE LAST BLADE,"SNK CORPORATION, Dotemu",SNK CORPORATION,153,55,35000.0,1.49,9.99,85,0
465870,SHOCK TROOPERS 2nd Squad,"SNK CORPORATION, Dotemu",SNK CORPORATION,70,60,35000.0,7.99,7.99,0,0
465890,Dark Parables: The Final Cinderella Collector's Edition,Blue Tea Games,BFG Entertainment,42,0,35000.0,19.99,19.99,0,1
465930,OddPlanet,Indievision,Indievision,81,73,35000.0,5.99,5.99,0,0
465960,Farm Tribe,CrioGames,BFG Entertainment,20,4,10000.0,9.99,9.99,0,0
465970,Grave Mania: Undead Fever,Anino Games,BFG Entertainment,11,0,35000.0,9.99,9.99,0,0
466000,Maze: Subject 360 Collector's Edition,Mad Head Games,BFG Entertainment,45,1,35000.0,19.99,19.99,0,0
466040,Pet Store Panic,"Ludometrics, Ltd.",BFG Entertainment,2,1,35000.0,9.99,9.99,0,0
466060,Shiver: Vanishing Hitchhiker Collector's Edition,Artogon,BFG Entertainment,46,3,35000.0,19.99,19.99,0,1
466130,White Day: A Labyrinth Named School,SONNORI Corp,"PQube, SONNORI Corp",3238,765,350000.0,29.99,29.99,0,48
466160,Arelite Core,Dragon Slumber,My Way Games,33,3,75000.0,9.99,9.99,0,5
466170,Idling to Rule the Gods,Shugasu GmbH,Shugasu GmbH,1638,278,350000.0,0.0,0.0,0,1157
466240,Deceit,World Makers,World Makers,73606,19421,7500000.0,0.0,0.0,0,155
466270,Half-Life: A Place in the West,"Michael Pelletier, Ross Joseph Gardner","Michael Pelletier, Ross Joseph Gardner",639,91,350000.0,0.0,0.0,0,0
466300,Planescape: Torment: Enhanced Edition,Beamdog,Beamdog,4697,261,350000.0,19.99,19.99,0,32
466350,Fossil Echo,Awaceb,Awaceb,83,49,35000.0,9.99,9.99,0,0
466420,Warriors' Wrath,Storm Sharks Production,Storm Sharks Production,136,29,35000.0,4.99,4.99,0,0
466490,Princess Isabella: The Rise of an Heir,"Gogii Games, World-Loom",Artifex Mundi,106,78,75000.0,14.99,14.99,0,1
466500,35MM,Носков Сергей,Носков Сергей,2991,1202,350000.0,8.99,8.99,0,2
466560,Northgard: Definitive Edition,Shiro Games,Shiro Games,55844,8851,3500000.0,34.99,34.99,0,1164
466580,GOD's DEATH,Marco Tancredi,Marco Tancredi,7,13,75000.0,3.99,3.99,0,0
466630,The Pedestrian,Skookum Arts,Skookum Arts,5116,171,350000.0,19.99,19.99,0,36
466660,Stash,Frogdice,Frogdice,441,227,350000.0,0.0,0.0,0,1
466720,Vintage VR,Dunderware,MuseumSyndicate.com,89,11,75000.0,0.0,0.0,0,0
466730,King's Guard TD,Nightbinder,My Way Games,210,149,350000.0,4.99,4.99,0,0
466740,ARAYA,MAD Virtual Reality Studio,MAD Virtual Reality Studio,645,197,75000.0,14.99,14.99,0,0
466780,Prehistoric Tales,Amegami,Alawar Casual,84,26,35000.0,1.49,2.99,50,0
466800,The Dope Game,Tenth&Hess Games,CoaguCo Industries,175,38,75000.0,4.99,4.99,0,1
466810,Soulslayer～灭魂·误佳期～,开水工作室,NVLMaker,630,32,35000.0,4.99,9.99,50,0
466820,Zenodyne R,Team Grybanser Fox,Team Grybanser Fox,59,11,35000.0,9.99,9.99,0,0
466830,Remnants of a Beautiful Day,From Soy Sauce LLC,From Soy Sauce LLC,40,32,10000.0,0.0,0.0,0,1
466840,Super Space Pug,Digital Dawn Studios,Back To Basics Gaming,170,136,75000.0,1.99,1.99,0,1
466860,上帝之城 I：监狱帝国 [City of God I - Prison Empire],Pixel Gangsta Studio,"Pixel Gangsta Studio, Flying Interactive",1331,572,150000.0,18.99,18.99,0,3
466870,Aurora Nights,Vladimir Maslov,Vladimir Maslov,274,52,75000.0,0.99,0.99,0,0
466890,Z.I.O.N.,VGstudio,VGstudio,406,190,150000.0,4.99,4.99,0,0
466910,Worm.is: The Game,Freakinware Studios,Freakinware Studios,3734,890,750000.0,0.0,0.0,0,8
466920,Mugen Souls Z,Idea Factory,Ghostlight LTD,74,24,35000.0,19.99,19.99,0,2
466940,The Sandbox Evolution - Craft a 2D Pixel Universe!,PIXOWL INC.,PIXOWL INC.,630,860,350000.0,0.0,0.0,0,2
466980,Can't Drive This,Pixel Maniacs,Pixel Maniacs,285,59,35000.0,19.99,19.99,0,0
467000,Insincere,Astronomic Games,New Reality Games,128,128,350000.0,3.99,3.99,0,2
467010,Fall of Civilization,"Luke Dodds, Midnight Forge LTD","Luke Dodds, Midnight Forge LTD",54,88,75000.0,0.0,0.0,0,0
467090,A Game of Changes,Nuno Donato,Conglomerate 5,135,62,35000.0,4.99,4.99,0,7
467120,Rising Runner,Magicbane,Magicbane,13,1,75000.0,0.0,0.0,0,0
467210,Evo Explores,Kyrylo Kuzyk,Kyrylo Kuzyk,325,20,35000.0,3.99,3.99,0,0
467310,Rogue Port - Red Nightmare,Volens Nolens Games,Volens Nolens Games,105,31,35000.0,0.49,4.99,90,9
467320,God of Word,Mega Dwarf,Mega Dwarf,110,34,75000.0,4.99,4.99,0,0
467360,Off-Peak,Cosmo D,Cosmo D Studios,1535,186,150000.0,0.0,0.0,0,1
467370,Escape This,Four Winged Studio,Conglomerate 5,338,353,150000.0,4.99,4.99,0,2
467380,Khimera: Destroy All Monster Girls,Suits &amp; Sandals,Suits &amp; Sandals,1315,59,150000.0,0.0,0.0,0,3
467390,Approaching Blocks,Dymchick1,Dymchick1,204,118,350000.0,1.99,1.99,0,0
467400,Go For Launch: Mercury,Joe Chisholm,First Time Games,59,14,35000.0,9.99,9.99,0,0
467430,Farming 6-in-1 bundle,"Aliasworlds, Amegami, Rionix, Melesta",ESDigital Games,54,19,35000.0,0.0,0.0,0,2
467470,Shoot Shoot Mega Pack,Actual Humans,Actual Humans,17,0,35000.0,14.99,14.99,0,0
467520,Power & Revolution,Eversim,Eversim,723,551,75000.0,49.99,49.99,0,10
467570,TITANS: Dawn of Tribes,"34BigThings srl, Event Horizon Studios",IndieGala,118,171,10000.0,0.0,0.0,0,0
467660,Paranormal Activity: The Lost Soul,VRWERX,VRWERX,544,222,35000.0,3.99,3.99,0,0
467820,Zero G Arena,Jonathan Wood,Jonathan Wood,637,75,35000.0,9.99,9.99,0,0
467850,METAGAL,RetroRevolution,RetroRevolution,101,45,35000.0,3.99,3.99,0,0
467900,SWORDY,Frogshark,Frogshark,67,37,35000.0,14.99,14.99,0,0
467930,SMASHING THE BATTLE,Action Square(Studio HG),ACTION SQUARE,426,148,35000.0,11.99,11.99,0,0
467950,Survive in Space,EGAMER,SA Industry,239,110,75000.0,29.99,29.99,0,0
467960,Home Behind,TPP Studio,TPP Studio,5049,917,350000.0,5.99,5.99,0,12
467990,Versus: Battle of the Gladiator,Netker Inc.,Netker Inc.,306,178,75000.0,0.0,0.0,0,0
468000,Impact Winter,Mojo Bones,BANDAI NAMCO Entertainment,176,261,35000.0,0.0,0.0,0,0
468250,Warfare Online,Con Artist Games,Con Artist Games,682,333,350000.0,0.0,0.0,0,0
468310,She Wants Me Dead,Hello There Games,Hello There Games,124,21,35000.0,7.99,7.99,0,0
468320,Mini Golf Mundo,EnsenaSoft,EnsenaSoft,78,80,150000.0,2.99,2.99,0,0
468330,HIVE: Altenum Wars,Catness Game Studios,Making Port,65,32,35000.0,9.99,9.99,0,0
468490,Neon Space,EGAMER,SA Industry,415,159,150000.0,29.99,29.99,0,1
468530,A Date in the Park,Cloak and Dagger Games,Cloak and Dagger Games,1627,238,150000.0,0.0,0.0,0,1
468560,Blind Trust,"Viswanath Atlu, Laurie Banks, Rohan Bhukan, Nick Burnham, Avinash Kalapala, Yash Kapani, Katharine Marsh, Ankur Rathore, Hardit Singh, Anoop Nihar Srinivas, Ryan Guanyuhao Jiang, Robert Zhu",Good Vibration Games,764,698,350000.0,0.0,0.0,0,3
468570,De-Void,Playstige Interactive,Playstige Interactive,77,53,35000.0,7.99,7.99,0,0
468650,Super ComboMan: Smash Edition,Interabang Entertainment,Flashman Games,3,11,10000.0,14.99,14.99,0,0
468670,Speed Brawl,Double Stallion,Double Stallion,131,32,35000.0,19.99,19.99,0,0
468700,NVIDIA VR Funhouse,Lightspeed Studios™,Lightspeed Studios™,677,178,350000.0,0.0,0.0,0,3
468800,Arkshot,Code Avarice,Digerati,106,33,35000.0,4.99,4.99,0,0
468820,Titans of Space PLUS,DrashVR LLC,DrashVR LLC,179,12,35000.0,9.99,9.99,0,0
468920,Ultimate Fishing Simulator,"Pancake Games, Bit Golem",Ultimate Games S.A.,7014,803,750000.0,1.19,19.99,94,37
468930,Phantaruk,Polyslash,Ultimate Games S.A.,141,86,35000.0,4.99,4.99,0,0
469600,Legion TD 2 - Multiplayer Tower Defense,AutoAttack Games,AutoAttack Games,11713,1837,1500000.0,24.99,24.99,0,687
469610,Rick and Morty: Virtual Rick-ality,Owlchemy Labs,Adult Swim Games,1727,594,350000.0,29.99,29.99,0,4
469650,Disney Movies VR,Walt Disney Studios,Disney,120,102,75000.0,0.0,0.0,0,0
469720,Monsters' Den: Godfall,Monstrum,Monstrum,446,85,75000.0,14.99,14.99,0,7
469730,Super Mega Neo Pug,"SnowFlame, Back To Basics Gaming",Back To Basics Gaming,641,121,350000.0,1.99,1.99,0,1
469790,Linelight,My Dog Zorro,My Dog Zorro,1016,35,35000.0,9.99,9.99,0,2
469820,Genital Jousting,Free Lives,Devolver Digital,10124,880,750000.0,6.99,6.99,0,6
469830,Fable Fortune,"Mediatonic, Flaming Fowl Studios",Mediatonic,376,166,75000.0,0.0,0.0,0,0
469890,Space Codex,takk,takk,329,74,350000.0,0.99,0.99,0,1
469920,hackmud,ComCODE,ComCODE,647,179,35000.0,4.74,18.99,75,7
469990,NEKOPALIVE,NEKO WORKs,Sekai Project,1374,112,350000.0,0.0,0.0,0,1
470060,1917 - The Alien Invasion DX,Andrade Games,OtakuMaker.com,115,33,35000.0,4.99,4.99,0,0
470090,Quantum Replica,ON3D Studios,PQube,56,59,35000.0,7.99,7.99,0,0
470130,Eclipse --- Defending the motherland,Hangzhou NezhaGames,Hangzhou NezhaGames,28,24,75000.0,0.0,0.0,0,0
470210,Rocketbirds 2 Evolution,Ratloop Asia,Reverb Triple XP,297,96,75000.0,9.99,9.99,0,0
470220,UNO,Ubisoft Entertainment,Ubisoft Entertainment,37173,14345,3500000.0,9.99,9.99,0,291
470260,Event[0],Ocelot Society,"Ocelot Society, Tohu Bohu Games",1789,440,350000.0,8.99,19.99,55,2
470270,Tribal Pass,"Tribe Tea, Stas Shostak, Evgeniy Yudin, Alexzander Protasenya, Ruslan Viter",Stas Shostak,324,103,150000.0,6.99,6.99,0,0
470300,Winged Sakura: Demon Civil War,WINGED SAKURA GAMES,WINGED SAKURA GAMES,74,22,10000.0,9.99,9.99,0,0
470310,TROUBLESHOOTER: Abandoned Children,Dandylion,Dandylion,8645,552,350000.0,24.99,24.99,0,86
470450,Where's My Helmet?,Mega Boss Game Studio,My Way Games,93,39,75000.0,9.99,9.99,0,6
470590,moto RKD dash SP,rkd.zone,rkd.zone,50,22,10000.0,4.99,4.99,0,0
470740,Demolish & Build 2017,Noble Muffins,Demolish Games S.A.,488,127,150000.0,19.99,19.99,0,0
470760,Antiflux,UAA Software,UAA Software,41,6,35000.0,0.0,0.0,0,0
470780,She Remembered Caterpillars,jumpsuit entertainment UG (haftungsbeschränkt),"Ysbryd Games, WhisperGames",497,27,75000.0,11.99,11.99,0,1
471010,Seven: Enhanced Edition,"IMGN.PRO, Fool's Theory",IMGN.PRO,1542,473,350000.0,7.49,29.99,75,6
471170,Romopolis,Lonely Troops,Lonely Troops,110,32,35000.0,4.99,4.99,0,1
471330,VERSUS SQUAD,DiezelPower,DiezelPower,451,118,150000.0,7.99,7.99,0,0
471550,Nine Parchments,Frozenbyte,Frozenbyte,3427,997,350000.0,19.99,19.99,0,18
471570,Grandpa's Table,Kivano,"Kivano, Kurki.games",89,1,10000.0,4.99,4.99,0,0
471630,Rexodus: A VR Story Experience,Steelehouse VR Studios,Steelehouse VR Studios,86,34,150000.0,0.0,0.0,0,0
471660,Kingspray Graffiti VR,"Andrew Bates, Craig Bentick, Nolan Cunningham, Onomis",Infectious Ape,812,154,150000.0,14.99,14.99,0,6
471710,Rec Room,Rec Room,Rec Room,63756,7467,3500000.0,0.0,0.0,0,1510
471810,Death Squared,SMG Studio,SMG Studio,587,71,150000.0,14.99,14.99,0,4
472060,Ortus Regni,Jon Sudbury Games,Jon Sudbury Games,153,31,75000.0,0.0,0.0,0,3
472420,Duke Grabowski: Mighty Swashbuckler,"Cateia Games,  Autumn Moon Entertainment, Jordan Freeman Group",Cateia Games,193,33,35000.0,9.99,9.99,0,0
472680,Elisa: The Innkeeper - Prequel,Neoclassic Games,Neoclassic Games,614,169,150000.0,0.0,0.0,0,1
472690,Sombrero: Spaghetti Western Mayhem,PixelMetal,Alliance Digital Media,24,20,10000.0,0.0,0.0,0,0
472870,Higurashi When They Cry Hou - Ch.3 Tatarigoroshi,07th Expansion,MangaGamer,954,17,35000.0,7.99,7.99,0,8
473140,BomberZone,Dracula Bytes,exosyphen studios,261,52,150000.0,6.99,6.99,0,4
473450,The Narrator Is a DICK,Adam DeLease,Adam DeLease,101,27,35000.0,4.99,4.99,0,0
473460,Memory Oblivion Box,DreaMory,NVLMaker,995,81,75000.0,4.49,9.99,55,1
473470,Purgatory,Eduard Mirica,New Reality Games,162,108,75000.0,1.99,1.99,0,0
473510,Gal-X-E,Volens Nolens Games,Volens Nolens Games,76,13,75000.0,0.0,0.0,0,0
473530,Slime-san: Superslime Edition,Fabraz,Headup,269,47,35000.0,14.99,14.99,0,1
473540,Raise Your Own Clone,Tenth&Hess Games,CoaguCo Industries,13,17,35000.0,0.99,0.99,0,0
473560,Cosmic Dust & Rust,16bit Nights,Back To Basics Gaming,278,195,350000.0,1.99,1.99,0,2
473610,Shock Tactics,Point Blank Games,EuroVideo Medien ,57,78,35000.0,9.99,9.99,0,0
473670,The Dolls: Reborn,HUSH Interactive,Forever Entertainment S. A.,217,163,150000.0,4.99,4.99,0,0
473690,Absolver,Sloclap,Devolver Digital,10497,4039,750000.0,29.99,29.99,0,22
473770,BallisticNG,Neognosis,Neognosis,3151,199,350000.0,14.99,14.99,0,8
473780,Splitter Critters,RAC7,RAC7,28,2,10000.0,0.0,0.0,0,0
473810,Killbot,"nobodyshot, diman production",diman production,46,76,35000.0,0.99,0.99,0,0
473950,Manifold Garden,William Chyr Studio,William Chyr Studio,6901,328,350000.0,19.99,19.99,0,18
473970,Zombie City Defense 2,Mozg Labs,Mozg Labs,144,56,35000.0,9.99,9.99,0,0
474010,The NADI Project,Monkeys Tales Studio,Monkeys Tales Studio,300,152,150000.0,0.0,0.0,0,1
474020,Ragnorium,Vitali Kirpu,Devolver Digital,369,254,75000.0,24.99,24.99,0,0
474030,The Abbey of Crime Extensum,"Manuel Pazos, Daniel Celemín","Manuel Pazos, Daniel Celemín",245,42,75000.0,0.0,0.0,0,0
474050,Candy Blast,White Rabbit Games,White Rabbit Games,151,65,75000.0,4.99,4.99,0,0
474210,BUTCHER,"Phobia Game Studio, Transhuman Design",Crunching Koalas,1102,172,75000.0,9.99,9.99,0,2
474220,Soldat 2,Transhuman Design,Transhuman Design,359,54,75000.0,7.99,7.99,0,0
474240,Journey to the Center of the Earth,Frogwares,Frogwares,29,33,35000.0,9.99,9.99,0,0
474750,Reigns,Nerial,Devolver Digital,6917,1002,750000.0,0.98,2.99,67,10
474830,Time in Time,ErayTek,ErayTek,90,28,350000.0,0.99,0.99,0,1
474880,Second Coming,"Seen in a Dream, KLURA Design",Seen in a Dream,2,1,35000.0,9.99,9.99,0,0
474890,Uncrewed,Quite Different Mechanics,Quite Different Mechanics,102,49,75000.0,11.99,11.99,0,0
474910,The Mahjong Huntress,Nawia Games,Forever Entertainment S. A.,221,98,75000.0,4.99,4.99,0,0
474960,Quantum Break,Remedy Entertainment,Xbox Game Studios,24117,4023,1500000.0,39.99,39.99,0,46
475070,DIVE: Starpath,Gravity Well Studios,Gravity Well Studios,47,14,35000.0,0.0,0.0,0,0
475150,Titan Quest Anniversary Edition,"Iron Lore Entertainment, THQ Nordic",THQ Nordic,32295,3226,3500000.0,4.99,19.99,75,599
475190,Scanner Sombre,Introversion Software,Introversion Software,3671,426,350000.0,6.99,6.99,0,2
475240,ORCS,Pixel vs Pixel,Pixel vs Pixel,335,76,75000.0,1.99,1.99,0,1
475490,Major\Minor - Complete Edition,Klace,Klace,443,138,75000.0,0.0,0.0,0,0
475550,Beholder,Alawar Stargaze (Warm Lamp Games),Alawar,25444,2303,1500000.0,13.99,13.99,0,138
475630,Crush Online,Joy Impact,GAMES in FLAMES,304,199,350000.0,0.0,0.0,0,0
475960,Bombslinger,Mode4,Plug In Digital,105,29,10000.0,11.99,11.99,0,1
476020,Reflection of Mine,Redblack Spade,Redblack Spade,191,46,75000.0,8.99,8.99,0,0
476030,Johnny Graves—The Unchosen One,Stupid Stupid Games,Stupid Stupid Games,29,15,10000.0,3.99,3.99,0,0
476240,KNIGHTS,Arzola's,Arzola's,737,48,75000.0,0.99,0.99,0,0
476360,Strike Vector EX,Ragequit Corporation,Ragequit Corporation,647,105,350000.0,0.0,0.0,0,0
476420,Heart of Crown PC,"illuCalab, FLIPFLOPs, Japanime Digital","Culture Select, MangaGamer",464,111,75000.0,24.99,24.99,0,0
476460,Picross Touch,Jon Gallant,jgallant,1595,96,350000.0,0.0,0.0,0,75
476480,Heaven Forest - VR MMO,Fabio Ferrara,Chubby Pixel,331,156,3500000.0,0.99,0.99,0,1
476510,Cally's Trials,VDO Games,VDO Games,124,51,35000.0,6.99,6.99,0,0
476530,Children of a Dead Earth,"Q Switched Productions, LLC","Q Switched Productions, LLC",756,87,75000.0,19.99,19.99,0,8
476540,Google Spotlight Stories: Pearl,Google Inc.,Google Inc.,357,15,35000.0,0.0,0.0,0,0
476600,Call of Duty: WWII,"Sledgehammer Games, Raven Software",Activision,30055,13278,3500000.0,59.99,59.99,0,298
476620,Call of Duty: WWII,"Sledgehammer Games, Raven Software",Activision,11394,8523,750000.0,59.99,59.99,0,75
476650,The Silver Case,"GRASSHOPPER MANUFACTURE INC., PLAYISM",GRASSHOPPER MANUFACTURE INC.,773,102,150000.0,19.99,19.99,0,4
476670,Emberdoom,"Loud King Studios, LLC","Loud King Studios, LLC",5,2,35000.0,9.99,9.99,0,0
476700,Island 359,"CloudGate Studio, Inc.","CloudGate Studio, Inc.",331,108,35000.0,14.99,14.99,0,0
476920,Amulet of Dreams,"Mysterytag, Argali Entertainment",RunServer,112,72,35000.0,6.99,6.99,0,0
477130,Surge,House of Secrets,House of Secrets,253,14,35000.0,0.0,0.0,0,0
477160,Human Fall Flat,No Brakes Games,Curve Games,202253,11387,15000000.0,5.99,19.99,70,950
477200,Descent: Road to Legend,Fantasy Flight Games,Fantasy Flight Games,335,40,150000.0,0.0,0.0,0,3
477270,Lightblade VR,Andreas Hager Gaming,Andreas Hager Gaming,517,142,150000.0,0.99,3.99,75,0
477290,Magma Tsunami,StrangeLight Games,StrangeLight Games,204,113,150000.0,0.99,0.99,0,0
477730,Eador. Imperium,Snowbird Games,Snowbird Games,932,304,35000.0,19.99,19.99,0,6
477740,Zero Escape: The Nonary Games,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",5798,408,350000.0,29.99,29.99,0,81
477770,Ride 2,Milestone S.r.l.,Milestone S.r.l.,2628,386,350000.0,24.99,24.99,0,10
477870,Yomawari: Night Alone,"Nippon Ichi Software, Inc.","NIS America, Inc.",1657,495,150000.0,19.99,19.99,0,3
478010,ABC Coloring Town,EnsenaSoft,EnsenaSoft,207,97,150000.0,1.99,1.99,0,0
478020,Old School 8-in-1 bundle,"Zoom2Games, Melesta, Alawar Southpoint",ESDigital Games,6,0,10000.0,0.0,0.0,0,0
478960,Clickteam Fusion 2.5 Free Edition,Clickteam,Clickteam,246,76,150000.0,0.0,0.0,0,3
478980,Mansions of Madness,Fantasy Flight Games,Fantasy Flight Games,1102,86,350000.0,0.0,0.0,0,19
479010,Kodon,TenkLabs,TenkLabs,249,134,10000.0,24.99,24.99,0,1
479100,Music Wars Empire,Antuan Johnson,Music Wars,83,97,75000.0,14.99,14.99,0,4
479130,ESEA,ESEA,ESEA,3052,1125,1500000.0,0.0,0.0,0,1
479310,Doodler,SolarByte,DenyingProduct,62,5,10000.0,0.0,0.0,0,0
479990,Dungeons & Darkness,Yamiuchi Project,PLAYISM,81,37,35000.0,9.99,9.99,0,2
480430,Hide and Shriek,Funcom,Funcom,4324,914,750000.0,0.0,0.0,0,8
480450,Floppy Heroes,Matthew Kania,Matthew Kania,346,19,10000.0,2.99,2.99,0,0
480480,Slash or Die,ClickGames,ClickGames,219,35,75000.0,4.99,4.99,0,0
480490,Prey,Arkane Studios,Bethesda Softworks,46381,4652,1500000.0,5.99,29.99,80,263
480500,Dogfight Elite,Echoboom S.L.,Echoboom S.L.,21,15,35000.0,0.0,0.0,0,0
480640,Pathfinder Adventures,Obsidian Entertainment,Twin Sails Interactive,527,297,75000.0,9.99,9.99,0,6
480650,Yu-Gi-Oh! Legacy of the Duelist,Other Ocean Interactive,KONAMI,4041,754,350000.0,19.99,19.99,0,81
480900,Slap Village: Reality Slap,MonkeyToons,MonkeyToons,106,20,35000.0,2.99,2.99,0,0
481110,The Bunker,"Splendy Interactive, Wales Interactive",Wales Interactive,1226,532,150000.0,14.99,14.99,0,1
481180,System Crash,Rogue Moon Studios,Rogue Moon Studios,254,61,35000.0,14.99,14.99,0,1
481190,Stable Orbit - Build your own space station,Jim Offerman,Jim Offerman,193,185,75000.0,19.99,19.99,0,0
481510,Night in the Woods,Infinite Fall,Finji,17649,1092,1500000.0,19.99,19.99,0,53
481600,Finding Hope,Falling Star Studio,Falling Star Studio,53,21,35000.0,9.99,9.99,0,1
481870,Mini Thief,"Stranga Games, TommahGames",GrabTheGames,682,432,150000.0,4.99,4.99,0,52
482300,Investigator,AdroVGames,AdroVGames,701,311,75000.0,4.99,4.99,0,1
482330,Legends of the Universe - StarCore,LunarCore Games,LunarCore Games,94,27,35000.0,1.99,1.99,0,0
482390,The Night Cafe: A VR Tribute to Vincent Van Gogh,Borrowed Light Studios,Borrowed Light Studios,258,13,35000.0,0.0,0.0,0,0
482400,System Shock,Nightdive Studios,"Atari, Nightdive Studios",9788,941,750000.0,39.99,39.99,0,86
482450,Nitroplus Blasterz: Heroines Infinite Duel,EXAMU,"XSEED Games, Marvelous USA, Inc., Marvelous",898,94,150000.0,19.99,19.99,0,1
482730,Football Manager 2017,Sports Interactive,SEGA,6576,4465,3500000.0,0.0,0.0,0,388
482890,Fantasy Kingdom Simulator,SimProse Studios,Conglomerate 5,90,102,150000.0,4.99,4.99,0,2
482920,Hero Zero,Playata GmbH,RogueWare,3034,666,750000.0,0.0,0.0,0,143
483420,Adam Wolfe,Mad Head Games,Mad Head Games ,1029,94,75000.0,5.99,5.99,0,0
483680,PolyDome,Plan8,Plan8,48,6,75000.0,0.0,0.0,0,2
483770,Autobahn Police Simulator 2,Z-Software,Aerosoft GmbH,752,555,350000.0,3.99,19.99,80,2
483950,SMILE GAME BUILDER,SmileBoom Co.Ltd.,SmileBoom Co.Ltd.,238,42,10000.0,69.99,69.99,0,5
483960,Purino Party,Frontwing,Frontwing USA,182,89,35000.0,11.99,11.99,0,0
483980,Mad Father,sen,PLAYISM,5561,158,350000.0,9.99,9.99,0,23
484390,Hanger World,A Small Game AB,A Small Game AB,28,3,35000.0,0.99,0.99,0,1
484830,Deep Blue 3D Maze in Space,Ice Code Games,Ice Code Games,67,38,150000.0,0.99,0.99,0,0
484870,Battle Dome,Bad Bird Studios,,415,56,75000.0,1.99,1.99,0,0
484900,Aven Colony,Mothership Entertainment LLC,Team17 Digital Ltd,1921,717,150000.0,6.79,33.99,80,13
484950,恶魔迷宫 | Evil Maze,ZOV GAME STUDIO,ZOV GAME STUDIO,897,296,350000.0,1.99,1.99,0,0
485030,PLANET ALPHA,Planet Alpha ApS,Team17 Digital Ltd,735,311,150000.0,1.99,9.99,80,0
485040,Nurse Love Addiction,KOGADO STUDIO,KOMODO,762,59,35000.0,39.99,39.99,0,2
485080,Megapolis,Lonely Troops,Lonely Troops,114,40,35000.0,4.99,4.99,0,0
485120,Frog Climbers,TeamCrew,Dear Villagers,158,32,35000.0,0.0,0.0,0,0
485230,HALP!,Fun Bits,Fun Bits,82,30,35000.0,0.0,0.0,0,1
485310,Head Shot,Indie Game Group,Indie Game Group,968,852,750000.0,6.99,6.99,0,0
485330,Star Drifter,"Nostalgia Hound, PiGravity",Back To Basics Gaming,106,114,350000.0,1.99,1.99,0,2
485350,Winter Novel,DeXP,DeXP,502,99,150000.0,4.99,4.99,0,0
485360,Disgraced,Corrosive Studios LLC,Corrosive Studios LLC,76,14,150000.0,9.99,9.99,0,0
485370,Mad Combat Marines,Nightbinder,My Way Games,280,119,35000.0,4.99,4.99,0,0
485380,Welcome to the Game,Reflect Studios,Reflect Studios,2083,372,150000.0,4.99,4.99,0,4
485390,Machine Made: Rebirth,Proteus Studios,Sometimes You,121,30,35000.0,4.99,4.99,0,0
485400,Mechajammer,Whalenought Studios,Modern Wolf,121,107,150000.0,12.99,12.99,0,1
485440,Call Of The Mighty Warriors,"Jaison Robson Gusava, SC Jogos",SC Jogos,186,128,150000.0,0.49,4.99,90,1
485450,Ninja Stealth,SC Jogos,SC Jogos,1147,522,350000.0,0.49,4.99,90,3
485460,The Banner Saga 3,Stoic,Stoic Studio,2289,552,150000.0,24.99,24.99,0,8
485490,Dungeon Journey,"Carbomb Software, Nova Dimension",Nova Dimension,214,63,750000.0,1.99,1.99,0,0
485500,Smithy,"David Mulder, Tristan Hartz",SA Industry,91,28,35000.0,4.99,4.99,0,0
